productId,clicks,impressions,ctr
184871,0,1,0.0000
186046,0,1,0.0000
186177,0,1,0.0000
187325,0,1,0.0000
187884,0,1,0.0000
187973,0,1,0.0000
187991,0,1,0.0000
188000,0,1,0.0000
188047,0,1,0.0000
188098,0,1,0.0000
188271,0,1,0.0000
188460,0,1,0.0000
189007,0,1,0.0000
189163,0,1,0.0000
189263,0,1,0.0000
189465,0,1,0.0000
190147,0,3,0.0000
190367,0,1,0.0000
190737,0,1,0.0000
191212,0,1,0.0000
191782,0,1,0.0000
191894,0,1,0.0000
192173,0,2,0.0000
192318,0,1,0.0000
192400,0,1,0.0000
192503,0,1,0.0000
192580,0,1,0.0000
192597,0,2,0.0000
192640,0,1,0.0000
192646,0,1,0.0000
192651,0,1,0.0000
192655,0,1,0.0000
193096,0,1,0.0000
193118,0,1,0.0000
193236,0,1,0.0000
193971,0,1,0.0000
194360,0,1,0.0000
194859,0,1,0.0000
194914,0,1,0.0000
194953,0,1,0.0000
195301,0,1,0.0000
195377,0,1,0.0000
195557,0,1,0.0000
196187,0,1,0.0000
196214,0,1,0.0000
196270,0,1,0.0000
196279,0,1,0.0000
196863,0,1,0.0000
196910,0,1,0.0000
197376,0,2,0.0000
198037,0,1,0.0000
198165,0,1,0.0000
198309,0,1,0.0000
198380,0,1,0.0000
199690,0,1,0.0000
200070,0,1,0.0000
200873,0,1,0.0000
201115,0,1,0.0000
201297,0,1,0.0000
201548,0,2,0.0000
201703,0,1,0.0000
201770,0,2,0.0000
201864,0,1,0.0000
202004,0,1,0.0000
202169,0,1,0.0000
202697,0,1,0.0000
202900,0,1,0.0000
202927,0,1,0.0000
202960,0,1,0.0000
203160,0,1,0.0000
203168,0,1,0.0000
203182,0,1,0.0000
203830,0,1,0.0000
203909,0,4,0.0000
204262,0,1,0.0000
204410,0,1,0.0000
204789,0,1,0.0000
205166,0,1,0.0000
205440,0,1,0.0000
205652,0,1,0.0000
205882,0,1,0.0000
205914,0,1,0.0000
206014,1,4,0.2500
208964,0,1,0.0000
209270,0,1,0.0000
209292,0,1,0.0000
209592,0,1,0.0000
209716,0,1,0.0000
210239,0,1,0.0000
210445,0,1,0.0000
210955,0,3,0.0000
210964,0,1,0.0000
211130,0,1,0.0000
211195,0,1,0.0000
211332,0,1,0.0000
211880,0,1,0.0000
211886,0,1,0.0000
212683,0,1,0.0000
212888,0,1,0.0000
212893,0,1,0.0000
213026,0,1,0.0000
213493,0,1,0.0000
213953,0,1,0.0000
214589,0,1,0.0000
214959,0,1,0.0000
215401,0,1,0.0000
215680,0,1,0.0000
215802,0,1,0.0000
216897,0,1,0.0000
216909,0,1,0.0000
217379,0,1,0.0000
217395,0,1,0.0000
217578,0,1,0.0000
218010,0,1,0.0000
218434,0,1,0.0000
218795,0,1,0.0000
219246,0,2,0.0000
219868,0,1,0.0000
220569,0,1,0.0000
221421,0,1,0.0000
221625,0,1,0.0000
221713,0,1,0.0000
221738,0,1,0.0000
221910,0,1,0.0000
221980,0,1,0.0000
222374,0,5,0.0000
222392,0,1,0.0000
223093,0,1,0.0000
225195,0,1,0.0000
225929,0,1,0.0000
226207,0,1,0.0000
226521,0,1,0.0000
226768,0,1,0.0000
227057,0,1,0.0000
227161,0,1,0.0000
227208,0,1,0.0000
227741,0,1,0.0000
227967,0,1,0.0000
228912,0,2,0.0000
228914,0,1,0.0000
230018,0,1,0.0000
230233,0,1,0.0000
231337,0,1,0.0000
231708,0,1,0.0000
232023,0,2,0.0000
232411,0,2,0.0000
232839,0,1,0.0000
233972,0,1,0.0000
235071,0,1,0.0000
235402,0,1,0.0000
235470,0,1,0.0000
236122,0,1,0.0000
236154,0,2,0.0000
236185,0,1,0.0000
236190,0,1,0.0000
236239,0,1,0.0000
236326,0,2,0.0000
236370,0,1,0.0000
236565,0,1,0.0000
237005,0,1,0.0000
237039,0,1,0.0000
237170,0,1,0.0000
237437,0,1,0.0000
237650,0,1,0.0000
238274,0,1,0.0000
238663,0,1,0.0000
238773,0,1,0.0000
238804,0,1,0.0000
239899,0,1,0.0000
239967,0,1,0.0000
240113,0,1,0.0000
240702,0,1,0.0000
241211,0,1,0.0000
241347,0,1,0.0000
241351,0,1,0.0000
241561,0,1,0.0000
241599,0,1,0.0000
241636,0,1,0.0000
242119,0,1,0.0000
242408,0,1,0.0000
242639,0,1,0.0000
242720,0,1,0.0000
242738,0,1,0.0000
242755,0,1,0.0000
243016,0,1,0.0000
243024,0,1,0.0000
243031,0,1,0.0000
243567,0,1,0.0000
244006,0,1,0.0000
244883,0,1,0.0000
245229,0,3,0.0000
245996,0,1,0.0000
246066,0,2,0.0000
246772,0,1,0.0000
247379,0,1,0.0000
247458,0,1,0.0000
247705,0,1,0.0000
249016,0,1,0.0000
249078,0,1,0.0000
249237,0,1,0.0000
249291,0,1,0.0000
249410,0,1,0.0000
249688,0,1,0.0000
250114,0,2,0.0000
250123,0,1,0.0000
250478,0,1,0.0000
250626,0,2,0.0000
250685,0,3,0.0000
251104,0,1,0.0000
252314,0,1,0.0000
252319,0,1,0.0000
252856,0,1,0.0000
253409,0,1,0.0000
253511,0,2,0.0000
255028,0,1,0.0000
256239,0,1,0.0000
256469,0,1,0.0000
256777,0,1,0.0000
256801,0,2,0.0000
257193,0,1,0.0000
257315,0,2,0.0000
257569,0,1,0.0000
258205,0,1,0.0000
258506,0,1,0.0000
258619,0,3,0.0000
258681,0,1,0.0000
258734,0,1,0.0000
259304,0,1,0.0000
259895,0,1,0.0000
260002,0,3,0.0000
261874,0,1,0.0000
262480,0,1,0.0000
263356,0,1,0.0000
266013,0,2,0.0000
266029,0,1,0.0000
266183,0,1,0.0000
266740,0,1,0.0000
267819,0,1,0.0000
268420,0,2,0.0000
269070,0,1,0.0000
270614,0,1,0.0000
271131,0,1,0.0000
271292,0,2,0.0000
274551,0,1,0.0000
274925,0,1,0.0000
280107,0,1,0.0000
280303,0,1,0.0000
280732,0,1,0.0000
281788,0,1,0.0000
282944,0,1,0.0000
283982,0,1,0.0000
287355,0,1,0.0000
288384,0,1,0.0000
288565,0,1,0.0000
288862,0,3,0.0000
290271,0,2,0.0000
290285,0,1,0.0000
291681,0,1,0.0000
292116,0,3,0.0000
294975,0,1,0.0000
294988,1,2,0.5000
295023,0,1,0.0000
295261,0,2,0.0000
295339,0,1,0.0000
295508,0,1,0.0000
295599,0,2,0.0000
295613,1,0,Infinity
295915,0,3,0.0000
297160,0,2,0.0000
297246,0,2,0.0000
297453,0,2,0.0000
297859,0,1,0.0000
299344,0,1,0.0000
299398,0,1,0.0000
299609,0,3,0.0000
301355,0,1,0.0000
301573,0,1,0.0000
301791,0,3,0.0000
301881,0,1,0.0000
302638,0,1,0.0000
303084,0,1,0.0000
303232,0,1,0.0000
303542,0,3,0.0000
305203,0,1,0.0000
305402,0,1,0.0000
305451,0,1,0.0000
305767,0,1,0.0000
305865,0,1,0.0000
306504,0,1,0.0000
307105,0,2,0.0000
307591,0,1,0.0000
307614,0,2,0.0000
307951,0,2,0.0000
308007,0,1,0.0000
308470,0,2,0.0000
308761,0,1,0.0000
309032,0,2,0.0000
309677,0,2,0.0000
309924,0,1,0.0000
311366,0,1,0.0000
313544,0,1,0.0000
313835,0,1,0.0000
313875,0,1,0.0000
315030,0,1,0.0000
315082,0,4,0.0000
315602,0,1,0.0000
315962,0,1,0.0000
316098,0,2,0.0000
316126,0,1,0.0000
318867,0,1,0.0000
318952,0,1,0.0000
318970,0,1,0.0000
320865,0,1,0.0000
320962,0,1,0.0000
321090,0,2,0.0000
321321,0,1,0.0000
321581,0,2,0.0000
321597,0,2,0.0000
323017,0,2,0.0000
323046,0,1,0.0000
323604,0,1,0.0000
323706,0,1,0.0000
323960,0,4,0.0000
325040,0,2,0.0000
325070,0,1,0.0000
325082,0,1,0.0000
325090,0,1,0.0000
325099,0,1,0.0000
325362,0,1,0.0000
325753,0,1,0.0000
325815,0,4,0.0000
326550,0,1,0.0000
326759,0,1,0.0000
327097,0,1,0.0000
327113,0,2,0.0000
327309,0,1,0.0000
327604,0,1,0.0000
327628,0,2,0.0000
328372,0,1,0.0000
328795,0,2,0.0000
329760,0,2,0.0000
329764,0,1,0.0000
330169,0,1,0.0000
330360,0,2,0.0000
331101,0,2,0.0000
331387,0,1,0.0000
331749,0,4,0.0000
332201,0,1,0.0000
332357,0,1,0.0000
332458,0,2,0.0000
332557,0,2,0.0000
334320,0,1,0.0000
335150,1,0,Infinity
335603,0,1,0.0000
336622,0,2,0.0000
336853,0,1,0.0000
337145,0,1,0.0000
337496,0,1,0.0000
337574,0,2,0.0000
337678,0,1,0.0000
338435,0,1,0.0000
338493,0,2,0.0000
338617,0,2,0.0000
338710,0,1,0.0000
338867,0,3,0.0000
339168,0,2,0.0000
339830,0,1,0.0000
339930,0,1,0.0000
339934,0,1,0.0000
340546,0,2,0.0000
340564,0,1,0.0000
341417,0,1,0.0000
342122,0,1,0.0000
342141,0,1,0.0000
342522,0,1,0.0000
342886,0,1,0.0000
342972,0,1,0.0000
343079,0,1,0.0000
343611,0,1,0.0000
343865,0,1,0.0000
343924,0,1,0.0000
344299,0,1,0.0000
345653,0,1,0.0000
346053,0,1,0.0000
346630,0,6,0.0000
346651,0,1,0.0000
346881,0,1,0.0000
346987,0,1,0.0000
347946,0,1,0.0000
348094,0,1,0.0000
348679,0,1,0.0000
350148,0,2,0.0000
350170,0,1,0.0000
350539,1,0,Infinity
350568,0,1,0.0000
350902,0,1,0.0000
350951,0,1,0.0000
351793,0,2,0.0000
352829,0,1,0.0000
354017,0,1,0.0000
354612,0,1,0.0000
355208,0,2,0.0000
355214,0,1,0.0000
355303,0,1,0.0000
355795,0,1,0.0000
356293,0,2,0.0000
356794,0,2,0.0000
357493,0,1,0.0000
357813,0,4,0.0000
358258,0,1,0.0000
358708,0,1,0.0000
358917,0,1,0.0000
359789,0,2,0.0000
359914,0,1,0.0000
360081,0,1,0.0000
360139,0,1,0.0000
360172,0,1,0.0000
360333,0,1,0.0000
360350,0,1,0.0000
363345,0,1,0.0000
363751,0,1,0.0000
363858,0,1,0.0000
363941,0,1,0.0000
364118,0,1,0.0000
364166,0,2,0.0000
364503,0,1,0.0000
365410,0,1,0.0000
365600,0,1,0.0000
365655,0,1,0.0000
365658,0,1,0.0000
366043,0,1,0.0000
366194,0,3,0.0000
366345,1,0,Infinity
366497,0,1,0.0000
366593,0,1,0.0000
366726,0,1,0.0000
366868,0,1,0.0000
367057,0,1,0.0000
367576,0,1,0.0000
367703,0,1,0.0000
367800,0,2,0.0000
367859,0,1,0.0000
367949,0,1,0.0000
367954,0,2,0.0000
367998,0,2,0.0000
368475,0,3,0.0000
368661,0,1,0.0000
368666,0,2,0.0000
368739,0,1,0.0000
369312,0,1,0.0000
369884,0,1,0.0000
370306,0,1,0.0000
370834,0,1,0.0000
371790,0,1,0.0000
372133,0,1,0.0000
372897,0,1,0.0000
372947,0,1,0.0000
373055,0,1,0.0000
373079,0,1,0.0000
373361,0,1,0.0000
373391,0,1,0.0000
373515,0,1,0.0000
373844,0,1,0.0000
374415,0,1,0.0000
375122,0,1,0.0000
375648,0,1,0.0000
376028,0,1,0.0000
376104,0,1,0.0000
376176,0,1,0.0000
376608,0,1,0.0000
376917,0,1,0.0000
377031,0,1,0.0000
377043,0,1,0.0000
377057,0,1,0.0000
377104,0,2,0.0000
377499,0,1,0.0000
377542,0,1,0.0000
377630,0,1,0.0000
377653,0,1,0.0000
377693,0,1,0.0000
377738,0,1,0.0000
377952,0,1,0.0000
378084,0,1,0.0000
378200,0,1,0.0000
378237,0,1,0.0000
378269,0,1,0.0000
378326,0,1,0.0000
378330,0,1,0.0000
378384,0,1,0.0000
378856,0,1,0.0000
378865,0,1,0.0000
379053,0,1,0.0000
379144,0,1,0.0000
379190,0,2,0.0000
379192,0,1,0.0000
379424,0,1,0.0000
379604,0,1,0.0000
379836,0,1,0.0000
380805,0,4,0.0000
380918,0,1,0.0000
381480,0,1,0.0000
381488,0,2,0.0000
381530,0,1,0.0000
381565,0,1,0.0000
381602,0,1,0.0000
381640,0,1,0.0000
381767,0,1,0.0000
381861,0,1,0.0000
382077,0,1,0.0000
382173,0,1,0.0000
383045,0,3,0.0000
383047,0,1,0.0000
383227,0,1,0.0000
383255,0,2,0.0000
383278,0,1,0.0000
383318,0,1,0.0000
383361,0,1,0.0000
383424,0,1,0.0000
383435,0,2,0.0000
383451,0,1,0.0000
383590,1,4,0.2500
383610,0,1,0.0000
383725,0,1,0.0000
384040,0,1,0.0000
384153,1,0,Infinity
384155,0,1,0.0000
384517,0,1,0.0000
384640,0,1,0.0000
384708,0,1,0.0000
384753,0,1,0.0000
384960,0,1,0.0000
385049,0,1,0.0000
385147,0,4,0.0000
385610,0,1,0.0000
385902,0,1,0.0000
386598,0,1,0.0000
386673,0,1,0.0000
386974,0,1,0.0000
387260,0,1,0.0000
387312,0,1,0.0000
387330,0,1,0.0000
387454,0,1,0.0000
387682,0,1,0.0000
388277,0,1,0.0000
388615,0,2,0.0000
388792,0,1,0.0000
389068,0,1,0.0000
389161,0,1,0.0000
389238,0,1,0.0000
389276,0,1,0.0000
389383,0,1,0.0000
389395,0,2,0.0000
389555,0,1,0.0000
389667,0,1,0.0000
38983,0,2,0.0000
389848,0,1,0.0000
390099,0,1,0.0000
390574,0,1,0.0000
390705,0,1,0.0000
390807,0,1,0.0000
390877,0,1,0.0000
390894,0,1,0.0000
391163,0,1,0.0000
391281,0,1,0.0000
391356,0,1,0.0000
392147,0,1,0.0000
392209,0,1,0.0000
392312,0,1,0.0000
392364,0,1,0.0000
392756,0,1,0.0000
392829,0,1,0.0000
392948,0,2,0.0000
392981,0,2,0.0000
393113,0,1,0.0000
393115,0,1,0.0000
393200,0,1,0.0000
393330,0,1,0.0000
393402,0,2,0.0000
393489,0,1,0.0000
393508,0,1,0.0000
393517,0,1,0.0000
393877,0,1,0.0000
393993,0,2,0.0000
394760,0,1,0.0000
394926,0,4,0.0000
395029,0,1,0.0000
395217,0,1,0.0000
395519,0,1,0.0000
395838,0,1,0.0000
396102,0,4,0.0000
396142,0,1,0.0000
396303,0,2,0.0000
396436,0,2,0.0000
396659,0,2,0.0000
396757,0,1,0.0000
396779,0,1,0.0000
396950,0,1,0.0000
396994,0,1,0.0000
397180,0,1,0.0000
397461,0,2,0.0000
397512,0,1,0.0000
397827,0,1,0.0000
397855,0,1,0.0000
397941,0,1,0.0000
398234,0,1,0.0000
398413,0,2,0.0000
398791,0,1,0.0000
398853,0,1,0.0000
398946,0,4,0.0000
399070,0,1,0.0000
399503,0,1,0.0000
399928,0,4,0.0000
400052,0,1,0.0000
400103,0,1,0.0000
400274,0,1,0.0000
400339,0,1,0.0000
400340,0,2,0.0000
400519,0,1,0.0000
400595,0,3,0.0000
400930,0,1,0.0000
401076,0,1,0.0000
401553,0,1,0.0000
401694,0,1,0.0000
401734,1,0,Infinity
401785,0,2,0.0000
401932,0,1,0.0000
402222,0,4,0.0000
402291,0,1,0.0000
402387,0,3,0.0000
402400,0,1,0.0000
402517,0,1,0.0000
402572,0,1,0.0000
402576,0,3,0.0000
402605,0,1,0.0000
403122,0,1,0.0000
403196,0,3,0.0000
403523,0,1,0.0000
403658,0,3,0.0000
403710,0,1,0.0000
403842,0,1,0.0000
403937,0,1,0.0000
404136,0,1,0.0000
404801,0,1,0.0000
404816,0,1,0.0000
405065,0,2,0.0000
406280,0,1,0.0000
406368,0,1,0.0000
406451,0,1,0.0000
406484,0,1,0.0000
406490,0,1,0.0000
406583,0,1,0.0000
406807,0,2,0.0000
406849,0,2,0.0000
406980,0,1,0.0000
406999,0,1,0.0000
407079,0,1,0.0000
407451,0,1,0.0000
407475,0,2,0.0000
408034,0,1,0.0000
408485,0,2,0.0000
408651,0,1,0.0000
408669,0,1,0.0000
408861,0,1,0.0000
409020,0,1,0.0000
409890,0,1,0.0000
410255,0,1,0.0000
410423,0,1,0.0000
410491,0,1,0.0000
410560,0,1,0.0000
410674,0,1,0.0000
411017,0,1,0.0000
411037,0,2,0.0000
411220,0,1,0.0000
411246,0,3,0.0000
411333,0,1,0.0000
411394,0,1,0.0000
411435,0,1,0.0000
411521,0,1,0.0000
411622,0,1,0.0000
411767,0,2,0.0000
411887,0,3,0.0000
411957,0,1,0.0000
412007,0,4,0.0000
412081,0,2,0.0000
412283,0,3,0.0000
412481,0,2,0.0000
412633,0,1,0.0000
412716,0,1,0.0000
412883,0,1,0.0000
412905,0,1,0.0000
413089,0,1,0.0000
413164,0,2,0.0000
413243,0,1,0.0000
413300,0,1,0.0000
413363,0,1,0.0000
413609,0,3,0.0000
413612,0,1,0.0000
413741,0,1,0.0000
413810,0,2,0.0000
413898,0,1,0.0000
413986,0,1,0.0000
414140,0,1,0.0000
414174,0,1,0.0000
414228,0,2,0.0000
414382,0,2,0.0000
414495,0,2,0.0000
414566,0,4,0.0000
414629,0,3,0.0000
414714,0,1,0.0000
415073,0,2,0.0000
415426,0,1,0.0000
415766,0,1,0.0000
415938,0,1,0.0000
416154,0,1,0.0000
416166,0,1,0.0000
416287,0,1,0.0000
416313,1,0,Infinity
416326,0,2,0.0000
416511,0,1,0.0000
416570,0,2,0.0000
416572,0,1,0.0000
416599,0,3,0.0000
416866,0,2,0.0000
416900,0,1,0.0000
417255,0,1,0.0000
417338,0,1,0.0000
417801,0,1,0.0000
417965,0,1,0.0000
418025,0,2,0.0000
418076,0,1,0.0000
418265,0,2,0.0000
418786,0,1,0.0000
418788,0,1,0.0000
418838,0,3,0.0000
418995,0,1,0.0000
419036,0,3,0.0000
419047,0,3,0.0000
419432,0,1,0.0000
419549,0,2,0.0000
419576,0,1,0.0000
420022,0,4,0.0000
420197,0,1,0.0000
420674,0,2,0.0000
421141,0,1,0.0000
421160,0,3,0.0000
421234,0,1,0.0000
421245,0,1,0.0000
421263,0,3,0.0000
421306,0,3,0.0000
421469,0,1,0.0000
421580,0,1,0.0000
421743,0,8,0.0000
421810,0,3,0.0000
422385,0,1,0.0000
422588,0,1,0.0000
422597,0,3,0.0000
422664,0,1,0.0000
422699,0,1,0.0000
422906,0,3,0.0000
423088,0,4,0.0000
423301,0,2,0.0000
423392,0,2,0.0000
423673,0,1,0.0000
424016,0,1,0.0000
424035,0,2,0.0000
424098,0,1,0.0000
424366,0,1,0.0000
424403,0,1,0.0000
424635,0,2,0.0000
424646,0,2,0.0000
424822,0,1,0.0000
424859,0,2,0.0000
424998,0,2,0.0000
425073,0,1,0.0000
425074,0,1,0.0000
425169,0,1,0.0000
425196,0,2,0.0000
425367,0,1,0.0000
425451,0,1,0.0000
425456,0,1,0.0000
425580,0,1,0.0000
425623,0,2,0.0000
425678,0,1,0.0000
425708,0,1,0.0000
425717,0,2,0.0000
426194,0,3,0.0000
426244,0,2,0.0000
426494,0,1,0.0000
426931,0,1,0.0000
427028,0,2,0.0000
427095,0,3,0.0000
427289,0,2,0.0000
427439,0,2,0.0000
427460,0,2,0.0000
427507,0,1,0.0000
428017,0,2,0.0000
428424,0,1,0.0000
428549,0,4,0.0000
428561,0,2,0.0000
428742,0,3,0.0000
428854,0,1,0.0000
429028,0,1,0.0000
429052,0,1,0.0000
429178,0,1,0.0000
429180,0,2,0.0000
429205,0,1,0.0000
429267,0,1,0.0000
429275,0,1,0.0000
429336,0,1,0.0000
429444,0,1,0.0000
429458,0,1,0.0000
429576,0,1,0.0000
430100,0,1,0.0000
430403,0,1,0.0000
430631,0,1,0.0000
430656,0,1,0.0000
430663,0,1,0.0000
430694,0,1,0.0000
430785,0,1,0.0000
430935,0,1,0.0000
430959,0,1,0.0000
430977,0,1,0.0000
431103,0,1,0.0000
431206,0,2,0.0000
431708,0,1,0.0000
431730,0,1,0.0000
431936,0,1,0.0000
431960,0,1,0.0000
431993,0,1,0.0000
432085,0,1,0.0000
432112,0,1,0.0000
432159,0,3,0.0000
432211,0,2,0.0000
432235,0,1,0.0000
432402,0,1,0.0000
432613,0,1,0.0000
432691,0,1,0.0000
432839,0,1,0.0000
432973,0,1,0.0000
433136,0,3,0.0000
433161,0,1,0.0000
433208,0,1,0.0000
433326,0,1,0.0000
433338,0,1,0.0000
433387,0,1,0.0000
433547,0,1,0.0000
433620,0,1,0.0000
433681,0,1,0.0000
433847,0,1,0.0000
433871,0,1,0.0000
433883,0,2,0.0000
433887,0,1,0.0000
433953,0,1,0.0000
434103,0,1,0.0000
434115,0,1,0.0000
434636,0,2,0.0000
434647,0,1,0.0000
434958,0,1,0.0000
435111,0,2,0.0000
435162,0,3,0.0000
435196,0,1,0.0000
435252,0,1,0.0000
435293,0,1,0.0000
435416,0,1,0.0000
435464,0,1,0.0000
435486,0,1,0.0000
435532,0,1,0.0000
435543,0,1,0.0000
435574,0,3,0.0000
435592,0,3,0.0000
435635,0,2,0.0000
435646,0,1,0.0000
435668,0,1,0.0000
435823,0,1,0.0000
435871,0,1,0.0000
436306,0,1,0.0000
436342,0,1,0.0000
436348,0,1,0.0000
436423,0,1,0.0000
436445,0,1,0.0000
436485,0,4,0.0000
436779,0,1,0.0000
436950,0,1,0.0000
436953,0,1,0.0000
436992,0,3,0.0000
436998,0,4,0.0000
437059,0,1,0.0000
437062,0,1,0.0000
437167,0,4,0.0000
437189,0,1,0.0000
437238,0,1,0.0000
437430,0,1,0.0000
437437,0,1,0.0000
437537,0,1,0.0000
437555,0,1,0.0000
437605,0,1,0.0000
437619,0,1,0.0000
437665,0,3,0.0000
437785,0,3,0.0000
437815,0,1,0.0000
438287,0,1,0.0000
438344,0,1,0.0000
438382,0,3,0.0000
438390,0,1,0.0000
438529,0,1,0.0000
439024,0,1,0.0000
439026,0,1,0.0000
439167,0,1,0.0000
439179,0,1,0.0000
439187,0,1,0.0000
439281,0,3,0.0000
439339,0,1,0.0000
439363,0,1,0.0000
439549,0,2,0.0000
439550,0,1,0.0000
439572,0,1,0.0000
439779,0,1,0.0000
439784,0,3,0.0000
439950,0,1,0.0000
440137,0,3,0.0000
440340,0,1,0.0000
440437,0,1,0.0000
440532,0,1,0.0000
440541,0,1,0.0000
440573,0,1,0.0000
440593,0,1,0.0000
440889,0,4,0.0000
440929,0,1,0.0000
441284,0,1,0.0000
441304,0,1,0.0000
441323,0,1,0.0000
441441,0,1,0.0000
441490,0,1,0.0000
441568,0,1,0.0000
441660,0,3,0.0000
442027,0,1,0.0000
442093,0,3,0.0000
442591,0,2,0.0000
442665,0,1,0.0000
442725,0,2,0.0000
442869,0,2,0.0000
443361,0,1,0.0000
443392,0,1,0.0000
443464,0,1,0.0000
443546,0,1,0.0000
443716,0,2,0.0000
443736,0,1,0.0000
443962,0,1,0.0000
444298,0,1,0.0000
444356,0,1,0.0000
444405,0,1,0.0000
444485,0,1,0.0000
444509,0,1,0.0000
444967,0,2,0.0000
445023,0,1,0.0000
445084,0,1,0.0000
445091,0,1,0.0000
445095,0,2,0.0000
445096,0,1,0.0000
44512,0,1,0.0000
445183,0,1,0.0000
445198,0,1,0.0000
445214,0,1,0.0000
445229,0,2,0.0000
445281,0,1,0.0000
445309,0,1,0.0000
445315,0,1,0.0000
445320,0,1,0.0000
445382,0,1,0.0000
445384,0,1,0.0000
445424,0,1,0.0000
445434,0,1,0.0000
445500,0,1,0.0000
445507,0,2,0.0000
445524,0,2,0.0000
445586,0,1,0.0000
445604,0,3,0.0000
445639,0,1,0.0000
445724,0,1,0.0000
445745,0,1,0.0000
445812,0,1,0.0000
446024,0,1,0.0000
446035,0,3,0.0000
446539,0,1,0.0000
446639,0,1,0.0000
446737,0,1,0.0000
446797,0,1,0.0000
446920,0,4,0.0000
447037,0,3,0.0000
447286,0,2,0.0000
447377,0,1,0.0000
447413,0,1,0.0000
447572,0,1,0.0000
448480,0,3,0.0000
448710,0,1,0.0000
448797,0,3,0.0000
448899,0,1,0.0000
449031,0,1,0.0000
449149,0,3,0.0000
449193,0,1,0.0000
449433,0,4,0.0000
449475,0,1,0.0000
449556,0,1,0.0000
449933,0,1,0.0000
450399,0,1,0.0000
450528,0,2,0.0000
450536,3,1,3.0000
450625,0,1,0.0000
450763,0,1,0.0000
450787,0,2,0.0000
451055,0,1,0.0000
451099,0,1,0.0000
451115,0,1,0.0000
45142,0,2,0.0000
451488,0,1,0.0000
451707,0,1,0.0000
451930,0,1,0.0000
452104,0,3,0.0000
452293,0,1,0.0000
452441,0,1,0.0000
452452,0,1,0.0000
452634,0,2,0.0000
452735,0,1,0.0000
452951,0,4,0.0000
453019,0,1,0.0000
453151,0,1,0.0000
453602,0,1,0.0000
454168,0,1,0.0000
454685,0,1,0.0000
455469,0,3,0.0000
455882,0,1,0.0000
455941,0,1,0.0000
456316,0,1,0.0000
456357,0,1,0.0000
456359,0,1,0.0000
456544,0,2,0.0000
456659,0,1,0.0000
